Tool,ID,Title,Description,IaC,Category,Provider,Severity,Query Document,Related Document
Checkov,CKV_AZURE_227,"Ensure that the AKS cluster encrypt temp disks, caches, and data flows between Compute and Storage resources",NaN,Bicep,NaN,Azure,NaN,[AKSEncryptionAtHostEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/AKSEncryptionAtHostEnabled.py),NaN
Checkov,CKV_AZURE_227,"Ensure that the AKS cluster encrypt temp disks, caches, and data flows between Compute and Storage resources",NaN,Terraform,NaN,Azure,NaN,[AKSEncryptionAtHostEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/AKSEncryptionAtHostEnabled.py),NaN
Checkov,CKV_AZURE_227,"Ensure that the AKS cluster encrypt temp disks, caches, and data flows between Compute and Storage resources",NaN,Terraform,NaN,Azure,NaN,[AKSEncryptionAtHostEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/AKSEncryptionAtHostEnabled.py),NaN
Checkov,CKV_AZURE_228,Ensure the Azure Event Hub Namespace is zone redundant,NaN,Terraform,NaN,Azure,NaN,[EventHubNamespaceZoneRedundant.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/EventHubNamespaceZoneRedundant.py),NaN
Checkov,CKV_AZURE_229,Ensure the Azure SQL Database Namespace is zone redundant,NaN,arm,NaN,Azure,NaN,[SQLDatabaseZoneRedundant.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/SQLDatabaseZoneRedundant.py),NaN
Checkov,CKV_AZURE_229,Ensure the Azure SQL Database Namespace is zone redundant,NaN,Bicep,NaN,Azure,NaN,[SQLDatabaseZoneRedundant.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/SQLDatabaseZoneRedundant.py),NaN
Checkov,CKV_AZURE_229,Ensure the Azure SQL Database Namespace is zone redundant,NaN,Terraform,NaN,Azure,NaN,[SQLDatabaseZoneRedundant.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/SQLDatabaseZoneRedundant.py),NaN
Checkov,CKV_AZURE_230,Standard Replication should be enabled,NaN,Terraform,NaN,Azure,NaN,[RedisCacheStandardReplicationEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/RedisCacheStandardReplicationEnabled.py),NaN
Checkov,CKV_AZURE_231,Ensure App Service Environment is zone redundant,NaN,Terraform,NaN,Azure,NaN,[AppServiceEnvironmentZoneRedundant.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/AppServiceEnvironmentZoneRedundant.py),NaN
Checkov,CKV_AZURE_232,Ensure that only critical system pods run on system nodes,NaN,Terraform,NaN,Azure,NaN,[AKSOnlyCriticalPodsOnSystemNodes.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/AKSOnlyCriticalPodsOnSystemNodes.py),NaN
Checkov,CKV_AZURE_233,Ensure Azure Container Registry (ACR) is zone redundant,NaN,arm,NaN,Azure,NaN,[ACREnableZoneRedundancy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/ACREnableZoneRedundancy.py),NaN
Checkov,CKV_AZURE_233,Ensure Azure Container Registry (ACR) is zone redundant,NaN,Bicep,NaN,Azure,NaN,[ACREnableZoneRedundancy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/ACREnableZoneRedundancy.py),NaN
Checkov,CKV_AZURE_233,Ensure Azure Container Registry (ACR) is zone redundant,NaN,arm,NaN,Azure,NaN,[ACREnableZoneRedundancy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/ACREnableZoneRedundancy.py),NaN
Checkov,CKV_AZURE_233,Ensure Azure Container Registry (ACR) is zone redundant,NaN,Bicep,NaN,Azure,NaN,[ACREnableZoneRedundancy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/ACREnableZoneRedundancy.py),NaN
Checkov,CKV_AZURE_233,Ensure Azure Container Registry (ACR) is zone redundant,NaN,Terraform,NaN,Azure,NaN,[ACREnableZoneRedundancy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/ACREnableZoneRedundancy.py),NaN
Checkov,CKV_AZURE_234,Ensure that Azure Defender for cloud is set to On for Resource Manager,NaN,Terraform,NaN,Azure,NaN,[AzureDefenderDisabledForResManager.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/AzureDefenderDisabledForResManager.py),NaN
Checkov,CKV_AZURE_235,Ensure that Azure container environment variables are configured with secure values only,NaN,Terraform,NaN,Azure,NaN,[AzureContainerInstanceEnvVarSecureValueType.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/AzureContainerInstanceEnvVarSecureValueType.py),NaN
Checkov,CKV_AZURE_236,Ensure that Cognitive Services accounts disable local authentication,NaN,arm,NaN,Azure,NaN,[CognitiveServicesEnableLocalAuth.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/CognitiveServicesEnableLocalAuth.py),NaN
Checkov,CKV_AZURE_236,Ensure that Cognitive Services accounts disable local authentication,NaN,Bicep,NaN,Azure,NaN,[CognitiveServicesEnableLocalAuth.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/CognitiveServicesEnableLocalAuth.py),NaN
Checkov,CKV_AZURE_236,Ensure that Cognitive Services accounts disable local authentication,NaN,Terraform,NaN,Azure,NaN,[CognitiveServicesEnableLocalAuth.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/CognitiveServicesEnableLocalAuth.py),NaN
Checkov,CKV_AZURE_237,Ensure dedicated data endpoints are enabled.,NaN,Terraform,NaN,Azure,NaN,[ACRDedicatedDataEndpointEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/ACRDedicatedDataEndpointEnabled.py),NaN
Checkov,CKV_AZURE_238,Ensure that all Azure Cognitive Services accounts are configured with a managed identity,NaN,arm,NaN,Azure,NaN,[CognitiveServicesConfigureIdentity.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/CognitiveServicesConfigureIdentity.py),NaN
Checkov,CKV_AZURE_238,Ensure that all Azure Cognitive Services accounts are configured with a managed identity,NaN,Bicep,NaN,Azure,NaN,[CognitiveServicesConfigureIdentity.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/CognitiveServicesConfigureIdentity.py),NaN
Checkov,CKV_AZURE_238,Ensure that all Azure Cognitive Services accounts are configured with a managed identity,NaN,Terraform,NaN,Azure,NaN,[CognitiveServicesConfigureIdentity.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/CognitiveServicesConfigureIdentity.py),NaN
Checkov,CKV_AZURE_239,Ensure Azure Synapse Workspace administrator login password is not exposed,NaN,arm,NaN,Azure,NaN,[SynapseWorkspaceAdministratorLoginPasswordHidden.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/SynapseWorkspaceAdministratorLoginPasswordHidden.py),NaN
Checkov,CKV_AZURE_239,Ensure Azure Synapse Workspace administrator login password is not exposed,NaN,Bicep,NaN,Azure,NaN,[SynapseWorkspaceAdministratorLoginPasswordHidden.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/SynapseWorkspaceAdministratorLoginPasswordHidden.py),NaN
Checkov,CKV_AZURE_239,Ensure Azure Synapse Workspace administrator login password is not exposed,NaN,Terraform,NaN,Azure,NaN,[SynapseWorkspaceAdministratorLoginPasswordHidden.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/SynapseWorkspaceAdministratorLoginPasswordHidden.py),NaN
Checkov,CKV_AZURE_240,Ensure Azure Synapse Workspace is encrypted with a CMK,NaN,arm,NaN,Azure,NaN,[SynapseWorkspaceCMKEncryption.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/SynapseWorkspaceCMKEncryption.py),NaN
Checkov,CKV_AZURE_240,Ensure Azure Synapse Workspace is encrypted with a CMK,NaN,Bicep,NaN,Azure,NaN,[SynapseWorkspaceCMKEncryption.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/SynapseWorkspaceCMKEncryption.py),NaN
Checkov,CKV_AZURE_240,Ensure Azure Synapse Workspace is encrypted with a CMK,NaN,Terraform,NaN,Azure,NaN,[SynapseWorkspaceCMKEncryption.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/SynapseWorkspaceCMKEncryption.py),NaN
Checkov,CKV_AZURE_241,Ensure Synapse SQL pools are encrypted,NaN,Terraform,NaN,Azure,NaN,[SynapseSQLPoolDataEncryption.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/SynapseSQLPoolDataEncryption.py),NaN
Checkov,CKV_AZURE_242,Ensure isolated compute is enabled for Synapse Spark pools,NaN,arm,NaN,Azure,NaN,[AzureSparkPoolIsolatedComputeEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/AzureSparkPoolIsolatedComputeEnabled.py),NaN
Checkov,CKV_AZURE_242,Ensure isolated compute is enabled for Synapse Spark pools,NaN,Bicep,NaN,Azure,NaN,[AzureSparkPoolIsolatedComputeEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/AzureSparkPoolIsolatedComputeEnabled.py),NaN
Checkov,CKV_AZURE_242,Ensure isolated compute is enabled for Synapse Spark pools,NaN,Terraform,NaN,Azure,NaN,[AzureSparkPoolIsolatedComputeEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/AzureSparkPoolIsolatedComputeEnabled.py),NaN
Checkov,CKV_AZURE_243,Ensure Azure Machine learning workspace is configured with private endpoint,NaN,arm,NaN,Azure,NaN,[AzureMLWorkspacePrivateEndpoint.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/AzureMLWorkspacePrivateEndpoint.py),NaN
Checkov,CKV_AZURE_243,Ensure Azure Machine learning workspace is configured with private endpoint,NaN,Bicep,NaN,Azure,NaN,[AzureMLWorkspacePrivateEndpoint.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/AzureMLWorkspacePrivateEndpoint.py),NaN
Checkov,CKV_AZURE_244,Avoid the use of local users for Azure Storage unless necessary,NaN,Terraform,NaN,Azure,NaN,[StorageLocalUsers.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/StorageLocalUsers.py),NaN
Checkov,CKV_AZURE_245,Ensure that Azure Container group is deployed into virtual network,NaN,Terraform,NaN,Azure,NaN,[AzureContainerInstancePublicIPAddressType.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/AzureContainerInstancePublicIPAddressType.py),NaN
Checkov,CKV_AZURE_246,Ensure Azure AKS cluster HTTP application routing is disabled,NaN,Terraform,NaN,Azure,NaN,[KubernetesClusterHTTPApplicationRouting.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/KubernetesClusterHTTPApplicationRouting.py),NaN
Checkov,CKV_AZURE_247,Ensure that Azure Cognitive Services account hosted with OpenAI is configured with data loss prevention,NaN,Terraform,NaN,Azure,NaN,[OpenAICognitiveServicesRestrictOutboundNetwork.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/OpenAICognitiveServicesRestrictOutboundNetwork.py),NaN
Checkov,CKV_AZURE_248,Ensure that if Azure Batch account public network access in case 'enabled' then its account access must be 'deny',NaN,arm,NaN,Azure,NaN,[AzureBatchAccountEndpointAccessDefaultAction.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/AzureBatchAccountEndpointAccessDefaultAction.py),NaN
Checkov,CKV_AZURE_248,Ensure that if Azure Batch account public network access in case 'enabled' then its account access must be 'deny',NaN,Bicep,NaN,Azure,NaN,[AzureBatchAccountEndpointAccessDefaultAction.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/AzureBatchAccountEndpointAccessDefaultAction.py),NaN
Checkov,CKV_AZURE_248,Ensure that if Azure Batch account public network access in case 'enabled' then its account access must be 'deny',NaN,Terraform,NaN,Azure,NaN,[AzureBatchAccountEndpointAccessDefaultAction.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/AzureBatchAccountEndpointAccessDefaultAction.py),NaN
Checkov,CKV_AZURE_249,Ensure Azure GitHub Actions OIDC trust policy is configured securely,NaN,Terraform,NaN,Azure,NaN,[GithubActionsOIDCTrustPolicy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/GithubActionsOIDCTrustPolicy.py),NaN
Checkov,CKV_AZURE_250,Ensure Storage Sync Service is not configured with overly permissive network access,NaN,Terraform,NaN,Azure,NaN,[StorageSyncServicePermissiveAccess.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/StorageSyncServicePermissiveAccess.py),NaN
Checkov,CKV_AZURE_251,Ensure Azure Virtual Machine disks are configured without public network access,NaN,Terraform,NaN,Azure,NaN,[VMDiskWithPublicAccess.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/azure/VMDiskWithPublicAccess.py),NaN
Checkov,CKV2_AZURE_1,Ensure storage for critical data are encrypted with Customer Managed Key,NaN,Terraform,NaN,Azure,NaN,[StorageCriticalDataEncryptedCMK.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/StorageCriticalDataEncryptedCMK.yaml),NaN
Checkov,CKV2_AZURE_2,Ensure that Vulnerability Assessment (VA) is enabled on a SQL server by setting a Storage Account,NaN,Terraform,NaN,Azure,NaN,[VAisEnabledInStorageAccount.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/VAisEnabledInStorageAccount.yaml),NaN
Checkov,CKV2_AZURE_2,Ensure that Vulnerability Assessment (VA) is enabled on a SQL server by setting a Storage Account,NaN,Terraform,NaN,Azure,NaN,[VAisEnabledInStorageAccount.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/VAisEnabledInStorageAccount.yaml),NaN
Checkov,CKV2_AZURE_2,Ensure that Vulnerability Assessment (VA) is enabled on a SQL server by setting a Storage Account,NaN,Terraform,NaN,Azure,NaN,[VAisEnabledInStorageAccount.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/VAisEnabledInStorageAccount.yaml),NaN
Checkov,CKV2_AZURE_3,Ensure that VA setting Periodic Recurring Scans is enabled on a SQL server,NaN,Terraform,NaN,Azure,NaN,[VAsetPeriodicScansOnSQL.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/VAsetPeriodicScansOnSQL.yaml),NaN
Checkov,CKV2_AZURE_3,Ensure that VA setting Periodic Recurring Scans is enabled on a SQL server,NaN,Terraform,NaN,Azure,NaN,[VAsetPeriodicScansOnSQL.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/VAsetPeriodicScansOnSQL.yaml),NaN
Checkov,CKV2_AZURE_3,Ensure that VA setting Periodic Recurring Scans is enabled on a SQL server,NaN,Terraform,NaN,Azure,NaN,[VAsetPeriodicScansOnSQL.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/VAsetPeriodicScansOnSQL.yaml),NaN
Checkov,CKV2_AZURE_3,Ensure that VA setting Periodic Recurring Scans is enabled on a SQL server,NaN,Terraform,NaN,Azure,NaN,[VAsetPeriodicScansOnSQL.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/VAsetPeriodicScansOnSQL.yaml),NaN
Checkov,CKV2_AZURE_4,Ensure Azure SQL server ADS VA Send scan reports to is configured,NaN,Terraform,NaN,Azure,NaN,[VAconfiguredToSendReports.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/VAconfiguredToSendReports.yaml),NaN
Checkov,CKV2_AZURE_4,Ensure Azure SQL server ADS VA Send scan reports to is configured,NaN,Terraform,NaN,Azure,NaN,[VAconfiguredToSendReports.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/VAconfiguredToSendReports.yaml),NaN
Checkov,CKV2_AZURE_4,Ensure Azure SQL server ADS VA Send scan reports to is configured,NaN,Terraform,NaN,Azure,NaN,[VAconfiguredToSendReports.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/VAconfiguredToSendReports.yaml),NaN
Checkov,CKV2_AZURE_4,Ensure Azure SQL server ADS VA Send scan reports to is configured,NaN,Terraform,NaN,Azure,NaN,[VAconfiguredToSendReports.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/VAconfiguredToSendReports.yaml),NaN
Checkov,CKV2_AZURE_5,Ensure that VA setting 'Also send email notifications to admins and subscription owners' is set for a SQL server,NaN,Terraform,NaN,Azure,NaN,[VAconfiguredToSendReportsToAdmins.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/VAconfiguredToSendReportsToAdmins.yaml),NaN
Checkov,CKV2_AZURE_5,Ensure that VA setting 'Also send email notifications to admins and subscription owners' is set for a SQL server,NaN,Terraform,NaN,Azure,NaN,[VAconfiguredToSendReportsToAdmins.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/VAconfiguredToSendReportsToAdmins.yaml),NaN
Checkov,CKV2_AZURE_5,Ensure that VA setting 'Also send email notifications to admins and subscription owners' is set for a SQL server,NaN,Terraform,NaN,Azure,NaN,[VAconfiguredToSendReportsToAdmins.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/VAconfiguredToSendReportsToAdmins.yaml),NaN
Checkov,CKV2_AZURE_5,Ensure that VA setting 'Also send email notifications to admins and subscription owners' is set for a SQL server,NaN,Terraform,NaN,Azure,NaN,[VAconfiguredToSendReportsToAdmins.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/VAconfiguredToSendReportsToAdmins.yaml),NaN
Checkov,CKV2_AZURE_6,Ensure 'Allow access to Azure services' for PostgreSQL Database Server is disabled,NaN,Terraform,NaN,Azure,NaN,[AccessToPostgreSQLFromAzureServicesIsDisabled.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/AccessToPostgreSQLFromAzureServicesIsDisabled.yaml),NaN
Checkov,CKV2_AZURE_6,Ensure 'Allow access to Azure services' for PostgreSQL Database Server is disabled,NaN,Terraform,NaN,Azure,NaN,[AccessToPostgreSQLFromAzureServicesIsDisabled.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/AccessToPostgreSQLFromAzureServicesIsDisabled.yaml),NaN
Checkov,CKV2_AZURE_7,Ensure that Azure Active Directory Admin is configured,NaN,Terraform,NaN,Azure,NaN,[AzureActiveDirectoryAdminIsConfigured.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/AzureActiveDirectoryAdminIsConfigured.yaml),NaN
Checkov,CKV2_AZURE_8,Ensure the storage container storing the activity logs is not publicly accessible,NaN,Terraform,NaN,Azure,NaN,[StorageContainerActivityLogsNotPublic.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/StorageContainerActivityLogsNotPublic.yaml),NaN
Checkov,CKV2_AZURE_8,Ensure the storage container storing the activity logs is not publicly accessible,NaN,Terraform,NaN,Azure,NaN,[StorageContainerActivityLogsNotPublic.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/StorageContainerActivityLogsNotPublic.yaml),NaN
Checkov,CKV2_AZURE_8,Ensure the storage container storing the activity logs is not publicly accessible,NaN,Terraform,NaN,Azure,NaN,[StorageContainerActivityLogsNotPublic.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/StorageContainerActivityLogsNotPublic.yaml),NaN
Checkov,CKV2_AZURE_9,Ensure Virtual Machines are utilizing Managed Disks,NaN,Terraform,NaN,Azure,NaN,[VirtualMachinesUtilizingManagedDisks.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/VirtualMachinesUtilizingManagedDisks.yaml),NaN
Checkov,CKV2_AZURE_10,Ensure that Microsoft Antimalware is configured to automatically updates for Virtual Machines,NaN,Terraform,NaN,Azure,NaN,[AzureAntimalwareIsConfiguredWithAutoUpdatesForVMs.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/AzureAntimalwareIsConfiguredWithAutoUpdatesForVMs.yaml),NaN
Checkov,CKV2_AZURE_10,Ensure that Microsoft Antimalware is configured to automatically updates for Virtual Machines,NaN,Terraform,NaN,Azure,NaN,[AzureAntimalwareIsConfiguredWithAutoUpdatesForVMs.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/AzureAntimalwareIsConfiguredWithAutoUpdatesForVMs.yaml),NaN
Checkov,CKV2_AZURE_11,Ensure that Azure Data Explorer encryption at rest uses a customer-managed key,NaN,Terraform,NaN,Azure,NaN,[DataExplorerEncryptionUsesCustomKey.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/DataExplorerEncryptionUsesCustomKey.yaml),NaN
Checkov,CKV2_AZURE_12,Ensure that virtual machines are backed up using Azure Backup,NaN,Terraform,NaN,Azure,NaN,[VMHasBackUpMachine.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/VMHasBackUpMachine.yaml),NaN
Checkov,CKV2_AZURE_13,Ensure that sql servers enables data security policy,NaN,Terraform,NaN,Azure,NaN,[AzureMSSQLServerHasSecurityAlertPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/AzureMSSQLServerHasSecurityAlertPolicy.yaml),NaN
Checkov,CKV2_AZURE_13,Ensure that sql servers enables data security policy,NaN,Terraform,NaN,Azure,NaN,[AzureMSSQLServerHasSecurityAlertPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/AzureMSSQLServerHasSecurityAlertPolicy.yaml),NaN
Checkov,CKV2_AZURE_14,Ensure that Unattached disks are encrypted,NaN,Terraform,NaN,Azure,NaN,[AzureUnattachedDisksAreEncrypted.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/AzureUnattachedDisksAreEncrypted.yaml),NaN
Checkov,CKV2_AZURE_14,Ensure that Unattached disks are encrypted,NaN,Terraform,NaN,Azure,NaN,[AzureUnattachedDisksAreEncrypted.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/AzureUnattachedDisksAreEncrypted.yaml),NaN
Checkov,CKV2_AZURE_15,Ensure that Azure data factories are encrypted with a customer-managed key,NaN,Terraform,NaN,Azure,NaN,[AzureDataFactoriesEncryptedWithCustomerManagedKey.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/AzureDataFactoriesEncryptedWithCustomerManagedKey.yaml),NaN
Checkov,CKV2_AZURE_16,Ensure that MySQL server enables customer-managed key for encryption,NaN,Terraform,NaN,Azure,NaN,[MSQLenablesCustomerManagedKey.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/MSQLenablesCustomerManagedKey.yaml),NaN
Checkov,CKV2_AZURE_16,Ensure that MySQL server enables customer-managed key for encryption,NaN,Terraform,NaN,Azure,NaN,[MSQLenablesCustomerManagedKey.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/MSQLenablesCustomerManagedKey.yaml),NaN
Checkov,CKV2_AZURE_17,Ensure that PostgreSQL server enables customer-managed key for encryption,NaN,Terraform,NaN,Azure,NaN,[PGSQLenablesCustomerManagedKey.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/PGSQLenablesCustomerManagedKey.yaml),NaN
Checkov,CKV2_AZURE_17,Ensure that PostgreSQL server enables customer-managed key for encryption,NaN,Terraform,NaN,Azure,NaN,[PGSQLenablesCustomerManagedKey.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/PGSQLenablesCustomerManagedKey.yaml),NaN
Checkov,CKV2_AZURE_19,Ensure that Azure Synapse workspaces have no IP firewall rules attached,NaN,arm,NaN,Azure,NaN,[AzureSynapseWorkspacesHaveNoIPFirewallRulesAttached.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/AzureSynapseWorkspacesHaveNoIPFirewallRulesAttached.py),NaN
Checkov,CKV2_AZURE_19,Ensure that Azure Synapse workspaces have no IP firewall rules attached,NaN,Bicep,NaN,Azure,NaN,[AzureSynapseWorkspacesHaveNoIPFirewallRulesAttached.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/arm/checks/resource/AzureSynapseWorkspacesHaveNoIPFirewallRulesAttached.py),NaN
Checkov,CKV2_AZURE_19,Ensure that Azure Synapse workspaces have no IP firewall rules attached,NaN,Terraform,NaN,Azure,NaN,[AzureSynapseWorkspacesHaveNoIPFirewallRulesAttached.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/AzureSynapseWorkspacesHaveNoIPFirewallRulesAttached.yaml),NaN
Checkov,CKV2_AZURE_20,Ensure Storage logging is enabled for Table service for read requests,NaN,Terraform,NaN,Azure,NaN,[StorageLoggingIsEnabledForTableService.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/StorageLoggingIsEnabledForTableService.yaml),NaN
Checkov,CKV2_AZURE_20,Ensure Storage logging is enabled for Table service for read requests,NaN,Terraform,NaN,Azure,NaN,[StorageLoggingIsEnabledForTableService.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/StorageLoggingIsEnabledForTableService.yaml),NaN
Checkov,CKV2_AZURE_20,Ensure Storage logging is enabled for Table service for read requests,NaN,Terraform,NaN,Azure,NaN,[StorageLoggingIsEnabledForTableService.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/StorageLoggingIsEnabledForTableService.yaml),NaN
Checkov,CKV2_AZURE_21,Ensure Storage logging is enabled for Blob service for read requests,NaN,Terraform,NaN,Azure,NaN,[StorageLoggingIsEnabledForBlobService.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/StorageLoggingIsEnabledForBlobService.yaml),NaN
Checkov,CKV2_AZURE_21,Ensure Storage logging is enabled for Blob service for read requests,NaN,Terraform,NaN,Azure,NaN,[StorageLoggingIsEnabledForBlobService.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/StorageLoggingIsEnabledForBlobService.yaml),NaN
Checkov,CKV2_AZURE_21,Ensure Storage logging is enabled for Blob service for read requests,NaN,Terraform,NaN,Azure,NaN,[StorageLoggingIsEnabledForBlobService.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/azure/StorageLoggingIsEnabledForBlobService.yaml),NaN
